id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202402882,24-01-2024 15:00,Insurance,Medium,12,50-350,More than once per day,TRUE,40.63,TRUE,FALSE,39,Exploited Vulnerability,FALSE,46.62,2
RAN202402883,21-11-2024 17:00,Hospital,Medium,5,50-350,Monthly,TRUE,65.45,TRUE,FALSE,46,Compromised Credentials,FALSE,21.66,4
RAN202402884,26-04-2024 09:00,Hospital,Large,16,350+,Weekly,TRUE,55.03,TRUE,FALSE,28,Phishing Email,TRUE,63.56,4
RAN202402885,15-10-2024 21:00,Hospital,Medium,12,Jan-50,Monthly,FALSE,58.56,TRUE,FALSE,28,Exploited Vulnerability,FALSE,40.4,2
RAN202402886,24-10-2024 08:00,Pharma,Large,23,350+,Daily,TRUE,56.16,TRUE,FALSE,36,Compromised Credentials,FALSE,44.35,3
RAN202402887,25-08-2024 04:00,Clinic,Small,2,Jan-50,Weekly,FALSE,60.54,TRUE,FALSE,14,Exploited Vulnerability,FALSE,20.4,2
RAN202402888,13-03-2024 02:00,Clinic,Small,6,Jan-50,More than once per day,FALSE,46.46,TRUE,FALSE,16,Phishing Email,FALSE,34.68,2
RAN202402889,15-04-2024 01:00,Insurance,Medium,23,Jan-50,Weekly,FALSE,54.87,TRUE,TRUE,51,Compromised Credentials,TRUE,44.77,7
RAN202402890,21-12-2024 07:00,Insurance,Medium,21,50-350,Weekly,TRUE,46.14,TRUE,FALSE,62,Compromised Credentials,TRUE,66.43,2
RAN202402891,16-04-2024 16:00,Hospital,Medium,4,Jan-50,Weekly,TRUE,71.44,TRUE,FALSE,89,Compromised Credentials,FALSE,21.5,4
RAN202402892,01-04-2024 13:00,Clinic,Medium,13,50-350,Weekly,TRUE,56.36,FALSE,FALSE,61,Exploited Vulnerability,TRUE,56.12,3
RAN202402893,25-02-2024 14:00,Research Lab,Small,10,350+,Daily,FALSE,61.48,TRUE,FALSE,20,Exploited Vulnerability,FALSE,45.26,1
RAN202402894,05-12-2024 17:00,Clinic,Medium,17,50-350,Monthly,TRUE,47.01,TRUE,FALSE,64,Exploited Vulnerability,TRUE,50.91,1
RAN202402895,09-01-2024 21:00,Hospital,Medium,14,50-350,Monthly,TRUE,74.14,TRUE,FALSE,56,Phishing Email,TRUE,9.21,1
RAN202402896,20-02-2024 17:00,Insurance,Large,24,350+,More than once per day,TRUE,27.91,FALSE,FALSE,14,Phishing Email,FALSE,50.22,6
RAN202402897,11-03-2024 02:00,Clinic,Medium,15,50-350,Monthly,FALSE,66.04,TRUE,FALSE,48,Compromised Credentials,TRUE,61.84,5
RAN202402898,24-12-2024 16:00,Hospital,Medium,8,50-350,Daily,FALSE,54.41,TRUE,TRUE,23,Phishing Email,TRUE,53.54,5
RAN202402899,07-06-2024 00:00,Clinic,Small,23,Jan-50,Weekly,TRUE,90,TRUE,TRUE,120,Phishing Email,FALSE,33.1,1
RAN202402900,18-08-2024 20:00,Hospital,Large,24,350+,Daily,TRUE,54.57,TRUE,FALSE,28,Phishing Email,FALSE,51.17,3
RAN202402901,12-10-2024 18:00,Hospital,Medium,18,50-350,Monthly,TRUE,79.86,TRUE,FALSE,85,Exploited Vulnerability,FALSE,29.05,2
RAN202402902,03-06-2024 15:00,Research Lab,Small,3,Jan-50,More than once per day,TRUE,32.49,FALSE,TRUE,26,Exploited Vulnerability,FALSE,36.45,2
RAN202402903,25-09-2024 06:00,Hospital,Medium,17,Jan-50,Daily,FALSE,47.51,TRUE,TRUE,24,Phishing Email,TRUE,61.18,4
RAN202402904,31-03-2024 15:00,Clinic,Small,24,350+,Daily,FALSE,76.11,TRUE,FALSE,28,Phishing Email,TRUE,55.85,7
RAN202402905,08-05-2024 23:00,Clinic,Small,24,Jan-50,Daily,TRUE,68.89,TRUE,TRUE,110,RDP Exploit,TRUE,49.51,4
RAN202402906,02-12-2024 04:00,Hospital,Large,7,350+,Weekly,TRUE,59.28,TRUE,FALSE,24,RDP Exploit,FALSE,34.56,4
RAN202402907,18-10-2024 06:00,Pharma,Medium,13,Jan-50,More than once per day,FALSE,29.53,TRUE,TRUE,18,Compromised Credentials,TRUE,66,2
RAN202402908,02-11-2024 07:00,Hospital,Medium,16,50-350,Weekly,FALSE,63.69,TRUE,FALSE,32,Exploited Vulnerability,FALSE,33.12,6
RAN202402909,17-10-2024 21:00,Hospital,Large,5,Jan-50,Monthly,FALSE,38.8,FALSE,FALSE,21,Exploited Vulnerability,TRUE,66.54,5
RAN202402910,09-05-2024 03:00,Hospital,Medium,4,50-350,Weekly,FALSE,65.53,FALSE,FALSE,20,Compromised Credentials,FALSE,37.64,5
RAN202402911,24-01-2024 09:00,Hospital,Large,10,350+,Monthly,TRUE,50.66,TRUE,FALSE,25,Exploited Vulnerability,TRUE,76.21,6
RAN202402912,15-09-2024 04:00,Hospital,Medium,13,50-350,Daily,FALSE,56.38,TRUE,TRUE,35,Compromised Credentials,FALSE,35.62,7
RAN202402913,09-09-2024 10:00,Research Lab,Medium,10,50-350,Daily,FALSE,67.98,TRUE,TRUE,36,Compromised Credentials,FALSE,25.42,7
RAN202402914,15-08-2024 10:00,Pharma,Large,14,Jan-50,Daily,FALSE,69.96,FALSE,FALSE,35,Exploited Vulnerability,FALSE,22.48,1
RAN202402915,07-07-2024 13:00,Hospital,Large,22,Jan-50,More than once per day,TRUE,22.28,FALSE,TRUE,21,Exploited Vulnerability,FALSE,33.04,4
RAN202402916,20-01-2024 07:00,Clinic,Small,12,Jan-50,Monthly,FALSE,57.89,TRUE,FALSE,48,Exploited Vulnerability,FALSE,1.01,5
RAN202402917,11-01-2024 21:00,Research Lab,Medium,1,50-350,More than once per day,TRUE,31.95,TRUE,TRUE,30,Compromised Credentials,FALSE,31.56,4
RAN202402918,07-08-2024 06:00,Insurance,Medium,21,Jan-50,Monthly,TRUE,51.42,TRUE,FALSE,66,Compromised Credentials,TRUE,47.25,2
RAN202402919,12-10-2024 11:00,Clinic,Small,20,Jan-50,More than once per day,TRUE,36.23,TRUE,FALSE,43,Compromised Credentials,TRUE,51.02,3
RAN202402920,27-08-2024 05:00,Hospital,Medium,20,50-350,Weekly,TRUE,47.04,TRUE,FALSE,49,Exploited Vulnerability,FALSE,72.18,4
RAN202402921,02-04-2024 08:00,Hospital,Medium,7,50-350,Daily,TRUE,60.95,TRUE,FALSE,46,Compromised Credentials,FALSE,16.8,7
RAN202402922,10-04-2024 15:00,Research Lab,Medium,9,50-350,More than once per day,TRUE,29.77,FALSE,FALSE,20,Malicious Website,FALSE,43.36,1
RAN202402923,10-07-2024 18:00,Insurance,Medium,8,Jan-50,Weekly,FALSE,47.96,TRUE,TRUE,37,Compromised Credentials,FALSE,21.83,3
RAN202402924,15-09-2024 03:00,Hospital,Medium,13,Jan-50,Daily,FALSE,77.97,TRUE,FALSE,44,Exploited Vulnerability,FALSE,18.2,3
RAN202402925,30-06-2024 23:00,Hospital,Large,14,350+,Weekly,FALSE,50.08,TRUE,FALSE,12,Compromised Credentials,FALSE,22.31,5
RAN202402926,28-04-2024 14:00,Pharma,Large,12,Jan-50,Weekly,TRUE,48.27,TRUE,FALSE,44,Compromised Credentials,FALSE,42.28,3
RAN202402927,13-12-2024 09:00,Insurance,Large,8,350+,More than once per day,FALSE,43.37,TRUE,FALSE,9,RDP Exploit,FALSE,59.27,1
RAN202402928,08-05-2024 05:00,Pharma,Large,21,350+,Monthly,TRUE,40.11,TRUE,FALSE,20,Compromised Credentials,TRUE,77.96,7
RAN202402929,27-01-2024 12:00,Research Lab,Medium,22,50-350,Daily,TRUE,62.16,TRUE,FALSE,65,Compromised Credentials,TRUE,56.44,5
RAN202402930,05-04-2024 04:00,Hospital,Medium,18,Jan-50,Weekly,TRUE,55.98,TRUE,FALSE,63,Compromised Credentials,TRUE,57.13,6
RAN202402931,21-07-2024 05:00,Clinic,Small,16,350+,Daily,FALSE,90,TRUE,FALSE,28,Phishing Email,FALSE,28.8,3
RAN202402932,09-03-2024 02:00,Clinic,Medium,11,50-350,Weekly,TRUE,58.3,TRUE,FALSE,52,Exploited Vulnerability,TRUE,51.58,3
RAN202402933,05-04-2024 17:00,Hospital,Medium,16,50-350,Daily,TRUE,66.4,FALSE,FALSE,89,Phishing Email,FALSE,20.03,6
RAN202402934,18-11-2024 09:00,Clinic,Small,14,Jan-50,Daily,TRUE,45.65,TRUE,FALSE,57,Exploited Vulnerability,FALSE,21.81,7
RAN202402935,18-05-2024 18:00,Research Lab,Small,3,Jan-50,Daily,TRUE,47.02,TRUE,FALSE,65,Compromised Credentials,FALSE,30.17,1
RAN202402936,20-02-2024 20:00,Hospital,Large,21,Jan-50,Daily,FALSE,45.2,FALSE,FALSE,24,Exploited Vulnerability,FALSE,32.58,7
RAN202402937,31-03-2024 10:00,Research Lab,Medium,2,50-350,Daily,FALSE,90,TRUE,TRUE,29,Phishing Email,TRUE,47.56,6
RAN202402938,17-12-2024 14:00,Clinic,Medium,3,50-350,Weekly,TRUE,46.92,TRUE,FALSE,57,Exploited Vulnerability,TRUE,58.09,5
RAN202402939,12-05-2024 09:00,Pharma,Medium,4,Jan-50,Weekly,TRUE,43.21,TRUE,FALSE,40,Phishing Email,TRUE,59.59,5
RAN202402940,30-03-2024 20:00,Hospital,Medium,22,50-350,More than once per day,TRUE,35.44,FALSE,FALSE,41,Compromised Credentials,FALSE,48.78,7
RAN202402941,19-01-2024 11:00,Hospital,Medium,5,Jan-50,Daily,FALSE,70.81,TRUE,TRUE,19,Compromised Credentials,TRUE,17.05,6
RAN202402942,23-11-2024 19:00,Clinic,Medium,10,50-350,Daily,TRUE,67.79,FALSE,FALSE,61,Compromised Credentials,TRUE,49.85,7
RAN202402943,03-06-2024 15:00,Hospital,Large,20,350+,More than once per day,TRUE,20.56,TRUE,FALSE,10,Phishing Email,FALSE,55.93,7
RAN202402944,25-09-2024 14:00,Research Lab,Small,2,Jan-50,Daily,TRUE,90,TRUE,FALSE,59,Phishing Email,TRUE,39.57,3
RAN202402945,08-10-2024 12:00,Research Lab,Small,12,Jan-50,More than once per day,TRUE,48.25,FALSE,FALSE,46,RDP Exploit,FALSE,31.45,6
RAN202402946,06-03-2024 08:00,Hospital,Large,5,Jan-50,Monthly,TRUE,56.72,TRUE,FALSE,53,Phishing Email,FALSE,36.98,1
RAN202402947,03-09-2024 05:00,Clinic,Medium,5,50-350,Weekly,TRUE,62.21,TRUE,TRUE,57,Compromised Credentials,FALSE,25.24,6
RAN202402948,15-05-2024 20:00,Clinic,Medium,23,50-350,More than once per day,TRUE,32.89,TRUE,FALSE,39,Compromised Credentials,FALSE,42.76,2
RAN202402949,29-03-2024 03:00,Hospital,Large,1,350+,More than once per day,TRUE,32.56,TRUE,TRUE,13,Exploited Vulnerability,TRUE,72.44,1
RAN202402950,06-12-2024 22:00,Pharma,Medium,4,Jan-50,Weekly,FALSE,63.61,TRUE,FALSE,36,Compromised Credentials,TRUE,44.68,3
RAN202402951,31-08-2024 15:00,Insurance,Large,21,350+,Daily,TRUE,46.07,TRUE,FALSE,26,Exploited Vulnerability,TRUE,76.96,3
RAN202402952,11-05-2024 01:00,Clinic,Small,24,Jan-50,Weekly,TRUE,71.82,TRUE,FALSE,99,RDP Exploit,FALSE,22.78,2
RAN202402953,29-04-2024 09:00,Research Lab,Medium,12,50-350,Monthly,FALSE,62.47,TRUE,FALSE,40,Exploited Vulnerability,FALSE,12.05,2
RAN202402954,03-06-2024 20:00,Clinic,Small,12,Jan-50,Weekly,FALSE,58.18,TRUE,FALSE,48,Exploited Vulnerability,FALSE,32.48,5
RAN202402955,25-11-2024 01:00,Pharma,Large,16,350+,Daily,TRUE,53.06,TRUE,FALSE,31,Exploited Vulnerability,FALSE,66,6
RAN202402956,13-07-2024 15:00,Clinic,Medium,24,50-350,Weekly,FALSE,54.5,TRUE,FALSE,52,Exploited Vulnerability,FALSE,31.05,3
RAN202402957,11-10-2024 11:00,Research Lab,Medium,17,50-350,Monthly,TRUE,53.45,TRUE,FALSE,76,Compromised Credentials,FALSE,25.17,5
RAN202402958,17-03-2024 10:00,Insurance,Large,21,350+,Weekly,FALSE,60.52,TRUE,FALSE,23,Exploited Vulnerability,FALSE,40.27,7
RAN202402959,08-02-2024 09:00,Hospital,Medium,10,Jan-50,Weekly,FALSE,55.44,TRUE,FALSE,33,Phishing Email,TRUE,44.16,3
RAN202402960,30-01-2024 22:00,Insurance,Medium,17,Jan-50,Daily,TRUE,56.13,TRUE,FALSE,63,Phishing Email,TRUE,37.67,1
RAN202402961,08-01-2024 04:00,Hospital,Large,17,350+,Daily,TRUE,59.42,TRUE,FALSE,37,Phishing Email,TRUE,66.48,4
RAN202402962,28-10-2024 14:00,Hospital,Medium,18,Jan-50,Weekly,TRUE,56.68,TRUE,FALSE,70,Phishing Email,TRUE,56.98,5
RAN202402963,28-09-2024 11:00,Hospital,Medium,2,Jan-50,Monthly,TRUE,90,TRUE,FALSE,66,Exploited Vulnerability,TRUE,43.6,7
RAN202402964,01-02-2024 11:00,Pharma,Medium,4,50-350,Weekly,TRUE,65.66,TRUE,FALSE,67,Compromised Credentials,FALSE,31.42,5
RAN202402965,24-02-2024 20:00,Insurance,Medium,19,50-350,Weekly,TRUE,60.25,TRUE,FALSE,35,Phishing Email,FALSE,21.42,5
RAN202402966,19-07-2024 05:00,Research Lab,Small,11,Jan-50,Daily,TRUE,90,TRUE,TRUE,92,Phishing Email,FALSE,22.12,6
RAN202402967,05-03-2024 01:00,Research Lab,Small,17,Jan-50,Daily,TRUE,60.71,TRUE,FALSE,79,Exploited Vulnerability,TRUE,49.23,4
RAN202402968,02-01-2024 18:00,Clinic,Small,12,Jan-50,Daily,TRUE,76.15,TRUE,FALSE,55,Compromised Credentials,FALSE,27.52,4
RAN202402969,04-05-2024 04:00,Pharma,Medium,2,50-350,Daily,TRUE,68.95,TRUE,FALSE,62,Compromised Credentials,FALSE,12.15,2
RAN202402970,25-01-2024 07:00,Clinic,Small,6,350+,Weekly,TRUE,79.79,TRUE,FALSE,44,RDP Exploit,TRUE,60.1,3
RAN202402971,07-03-2024 01:00,Hospital,Large,9,350+,Daily,TRUE,55.03,TRUE,TRUE,27,Exploited Vulnerability,FALSE,13.32,7
RAN202402972,23-11-2024 14:00,Hospital,Medium,5,50-350,Weekly,FALSE,47.77,FALSE,FALSE,21,Phishing Email,FALSE,38.95,1
RAN202402973,08-08-2024 07:00,Research Lab,Small,20,Jan-50,Weekly,TRUE,59.29,TRUE,FALSE,78,Exploited Vulnerability,FALSE,39.61,5
RAN202402974,05-10-2024 02:00,Research Lab,Medium,21,350+,Daily,FALSE,57.18,FALSE,TRUE,22,Exploited Vulnerability,TRUE,58.36,2
RAN202402975,22-01-2024 13:00,Hospital,Medium,9,50-350,Daily,TRUE,76.67,TRUE,FALSE,61,Compromised Credentials,TRUE,54.41,5
RAN202402976,17-04-2024 17:00,Hospital,Large,23,Jan-50,Weekly,FALSE,73.76,FALSE,FALSE,52,Compromised Credentials,TRUE,37.75,3
RAN202402977,13-06-2024 00:00,Insurance,Large,8,350+,Monthly,FALSE,57.1,TRUE,FALSE,15,Exploited Vulnerability,FALSE,47.64,4
RAN202402978,09-06-2024 11:00,Hospital,Medium,20,50-350,Weekly,TRUE,60.09,TRUE,FALSE,75,Compromised Credentials,FALSE,49.38,6
RAN202402979,28-02-2024 13:00,Research Lab,Medium,8,50-350,More than once per day,TRUE,30.77,TRUE,FALSE,28,Compromised Credentials,TRUE,20.08,3
RAN202402980,28-08-2024 14:00,Pharma,Medium,22,50-350,More than once per day,TRUE,31.48,FALSE,FALSE,33,RDP Exploit,FALSE,50.88,3
RAN202402981,09-06-2024 15:00,Clinic,Small,21,Jan-50,Daily,FALSE,72.06,TRUE,FALSE,74,Exploited Vulnerability,TRUE,36.65,7
RAN202402982,13-11-2024 20:00,Hospital,Large,23,Jan-50,Daily,TRUE,70.07,TRUE,TRUE,73,Phishing Email,FALSE,18.84,7
RAN202402983,28-10-2024 10:00,Research Lab,Medium,6,50-350,Weekly,TRUE,90,TRUE,TRUE,58,Phishing Email,FALSE,37.27,3
RAN202402984,12-04-2024 03:00,Insurance,Large,3,Jan-50,Weekly,TRUE,64.11,TRUE,FALSE,58,Exploited Vulnerability,FALSE,35.57,2
RAN202402985,21-02-2024 20:00,Clinic,Medium,5,50-350,Daily,FALSE,54.66,TRUE,FALSE,26,Exploited Vulnerability,TRUE,48.37,3
RAN202402986,01-06-2024 16:00,Pharma,Medium,9,50-350,Daily,TRUE,59.53,TRUE,TRUE,55,Compromised Credentials,TRUE,62.05,3
RAN202402987,07-06-2024 01:00,Hospital,Medium,7,50-350,Daily,TRUE,57.89,TRUE,TRUE,33,Exploited Vulnerability,TRUE,55.23,7
RAN202402988,08-10-2024 07:00,Clinic,Medium,4,50-350,Monthly,TRUE,59.79,TRUE,TRUE,60,Compromised Credentials,FALSE,32.01,3
RAN202402989,22-11-2024 22:00,Research Lab,Medium,7,50-350,Daily,TRUE,57.8,TRUE,TRUE,70,Compromised Credentials,FALSE,32.93,1
RAN202402990,07-09-2024 07:00,Insurance,Large,5,350+,Weekly,TRUE,40.91,FALSE,FALSE,18,Exploited Vulnerability,FALSE,55.64,2
RAN202402991,02-07-2024 01:00,Hospital,Medium,11,50-350,Daily,TRUE,64.32,TRUE,TRUE,47,Exploited Vulnerability,TRUE,63.25,2
RAN202402992,22-11-2024 05:00,Insurance,Medium,15,Jan-50,Weekly,FALSE,46.57,TRUE,FALSE,37,Compromised Credentials,FALSE,30.1,1
RAN202402993,09-06-2024 07:00,Clinic,Small,2,Jan-50,Daily,FALSE,77.15,TRUE,FALSE,37,Compromised Credentials,TRUE,49.18,7
RAN202402994,25-07-2024 00:00,Hospital,Large,13,Jan-50,Daily,FALSE,49.05,TRUE,FALSE,27,Malicious Website,TRUE,53.1,2
RAN202402995,25-04-2024 02:00,Hospital,Medium,22,Jan-50,Weekly,TRUE,63.28,TRUE,FALSE,76,Compromised Credentials,FALSE,22.18,7
RAN202402996,13-08-2024 06:00,Insurance,Medium,16,Jan-50,Weekly,FALSE,47.7,TRUE,FALSE,39,Compromised Credentials,TRUE,65.62,5
RAN202402997,18-03-2024 07:00,Hospital,Medium,7,Jan-50,Daily,TRUE,75.98,FALSE,TRUE,84,Compromised Credentials,TRUE,45.6,2
RAN202402998,23-08-2024 18:00,Hospital,Medium,8,50-350,More than once per day,TRUE,54.38,TRUE,FALSE,50,Phishing Email,TRUE,19.11,2
RAN202402999,14-07-2024 23:00,Hospital,Large,6,350+,Daily,FALSE,58.28,TRUE,FALSE,13,Compromised Credentials,FALSE,39.21,3
RAN202403000,06-05-2024 03:00,Insurance,Large,24,Jan-50,Daily,FALSE,42.51,TRUE,FALSE,35,RDP Exploit,TRUE,25.44,1
RAN202403001,04-07-2024 11:00,Clinic,Medium,7,50-350,Weekly,TRUE,43.93,FALSE,FALSE,48,Exploited Vulnerability,TRUE,54.77,4
RAN202403002,23-07-2024 03:00,Research Lab,Medium,18,50-350,Monthly,FALSE,62.06,TRUE,FALSE,40,Exploited Vulnerability,TRUE,67.14,6
RAN202403003,29-12-2024 17:00,Hospital,Large,22,Jan-50,More than once per day,FALSE,51.07,TRUE,TRUE,28,Exploited Vulnerability,TRUE,46.97,7
RAN202403004,23-03-2024 02:00,Clinic,Medium,22,350+,Daily,TRUE,62.29,TRUE,FALSE,39,Malicious Website,FALSE,28.74,7
RAN202403005,03-08-2024 03:00,Clinic,Medium,20,50-350,Daily,TRUE,73.82,TRUE,FALSE,66,Phishing Email,FALSE,34.34,7
RAN202403006,02-03-2024 18:00,Insurance,Large,7,Jan-50,Daily,FALSE,43.4,TRUE,FALSE,15,Compromised Credentials,TRUE,61.96,3
RAN202403007,07-12-2024 17:00,Pharma,Medium,3,50-350,Daily,TRUE,58.36,TRUE,TRUE,49,Compromised Credentials,FALSE,30.3,5
RAN202403008,01-12-2024 04:00,Hospital,Large,5,Jan-50,Weekly,TRUE,54.29,TRUE,TRUE,47,Compromised Credentials,TRUE,29.97,2
RAN202403009,01-06-2024 04:00,Clinic,Medium,1,50-350,Daily,FALSE,61.95,TRUE,FALSE,17,Compromised Credentials,TRUE,56.81,3
RAN202403010,06-06-2024 07:00,Hospital,Large,15,Jan-50,Weekly,TRUE,64.09,TRUE,TRUE,69,RDP Exploit,FALSE,20.99,4
RAN202403011,02-05-2024 02:00,Clinic,Small,3,350+,Monthly,TRUE,88.84,TRUE,FALSE,22,Phishing Email,FALSE,26.52,5
RAN202403012,16-01-2024 15:00,Hospital,Medium,8,50-350,Monthly,TRUE,67.02,TRUE,FALSE,41,Exploited Vulnerability,TRUE,57.73,2
RAN202403013,23-09-2024 06:00,Hospital,Medium,9,50-350,Monthly,TRUE,68.21,TRUE,FALSE,63,Exploited Vulnerability,TRUE,24.53,2
RAN202403014,21-07-2024 00:00,Hospital,Large,15,Jan-50,Weekly,FALSE,50.55,TRUE,TRUE,26,Phishing Email,FALSE,34.61,7
RAN202403015,04-11-2024 01:00,Clinic,Medium,10,50-350,Monthly,FALSE,39.58,TRUE,FALSE,26,Exploited Vulnerability,FALSE,44.5,4
RAN202403016,07-02-2024 19:00,Hospital,Medium,2,50-350,Daily,TRUE,61.54,TRUE,FALSE,64,Phishing Email,FALSE,17.05,6
RAN202403017,25-03-2024 22:00,Research Lab,Medium,20,50-350,Daily,FALSE,64.86,TRUE,FALSE,54,Compromised Credentials,FALSE,25.96,7
RAN202403018,25-06-2024 09:00,Clinic,Medium,5,50-350,More than once per day,FALSE,31.71,TRUE,FALSE,20,Exploited Vulnerability,FALSE,41.12,4
RAN202403019,18-06-2024 14:00,Hospital,Medium,19,50-350,Weekly,TRUE,51.83,TRUE,FALSE,60,Compromised Credentials,FALSE,51.7,4
RAN202403020,17-04-2024 01:00,Research Lab,Small,13,350+,Monthly,FALSE,74.97,TRUE,TRUE,24,Exploited Vulnerability,FALSE,25.29,5
RAN202403021,21-06-2024 21:00,Hospital,Medium,11,50-350,Daily,TRUE,56.65,FALSE,FALSE,41,Phishing Email,FALSE,18.43,6
RAN202403022,24-01-2024 20:00,Clinic,Medium,1,350+,Weekly,TRUE,80.58,TRUE,FALSE,25,Phishing Email,FALSE,38.15,7
RAN202403023,18-09-2024 06:00,Clinic,Small,22,350+,Weekly,TRUE,49.55,TRUE,TRUE,38,Exploited Vulnerability,FALSE,28.9,5
RAN202403024,23-08-2024 06:00,Hospital,Medium,15,50-350,Monthly,FALSE,63.53,TRUE,FALSE,38,Phishing Email,TRUE,54.18,3
RAN202403025,10-09-2024 17:00,Hospital,Large,18,Jan-50,Weekly,TRUE,54.27,FALSE,FALSE,53,Exploited Vulnerability,FALSE,36.02,4
RAN202403026,20-03-2024 20:00,Hospital,Medium,16,50-350,Monthly,TRUE,55.07,TRUE,TRUE,64,Compromised Credentials,FALSE,29.5,2
RAN202403027,21-07-2024 07:00,Pharma,Large,9,350+,Daily,FALSE,39.91,TRUE,FALSE,15,Exploited Vulnerability,TRUE,80.05,1
RAN202403028,22-04-2024 11:00,Clinic,Small,1,Jan-50,Daily,TRUE,57.31,TRUE,FALSE,67,Exploited Vulnerability,TRUE,47.45,2
RAN202403029,16-09-2024 22:00,Clinic,Medium,11,50-350,Daily,TRUE,76.44,TRUE,FALSE,63,Phishing Email,TRUE,60.14,4
RAN202403030,17-02-2024 18:00,Clinic,Medium,9,350+,Daily,TRUE,64.26,TRUE,FALSE,26,RDP Exploit,FALSE,37.17,2
RAN202403031,19-04-2024 08:00,Hospital,Medium,23,Jan-50,More than once per day,TRUE,52.53,FALSE,TRUE,71,Phishing Email,FALSE,25.02,3
RAN202403032,09-10-2024 15:00,Clinic,Medium,11,50-350,Weekly,TRUE,41.9,FALSE,TRUE,41,Exploited Vulnerability,TRUE,56.16,4
RAN202403033,20-07-2024 04:00,Research Lab,Small,13,Jan-50,Weekly,TRUE,76.63,TRUE,FALSE,77,Exploited Vulnerability,TRUE,46.01,7
RAN202403034,31-05-2024 13:00,Hospital,Large,2,Jan-50,Weekly,TRUE,62.94,FALSE,FALSE,40,Compromised Credentials,FALSE,34.07,5
RAN202403035,24-11-2024 22:00,Hospital,Medium,14,50-350,Daily,TRUE,57.33,TRUE,TRUE,46,Exploited Vulnerability,FALSE,39.29,7
RAN202403036,15-01-2024 17:00,Hospital,Medium,6,Jan-50,Daily,TRUE,71.85,FALSE,FALSE,61,Exploited Vulnerability,TRUE,45.24,1
RAN202403037,13-09-2024 07:00,Clinic,Small,8,Jan-50,Daily,FALSE,75.62,TRUE,FALSE,42,Compromised Credentials,FALSE,35.71,4
RAN202403038,26-12-2024 16:00,Pharma,Large,18,350+,More than once per day,FALSE,29.26,FALSE,FALSE,8,Compromised Credentials,FALSE,17.14,2
RAN202403039,03-12-2024 03:00,Hospital,Medium,16,Jan-50,Weekly,FALSE,57.04,TRUE,FALSE,41,Phishing Email,FALSE,33.23,6
RAN202403040,04-12-2024 22:00,Clinic,Medium,21,350+,More than once per day,TRUE,23.4,FALSE,FALSE,17,Exploited Vulnerability,FALSE,45.42,2
RAN202403041,07-12-2024 00:00,Hospital,Large,12,350+,More than once per day,TRUE,30.58,TRUE,FALSE,14,Malicious Website,TRUE,30.14,4
RAN202403042,14-10-2024 07:00,Pharma,Medium,11,Jan-50,Weekly,FALSE,49.11,TRUE,TRUE,30,Exploited Vulnerability,FALSE,20.55,6
RAN202403043,19-09-2024 09:00,Hospital,Large,6,Jan-50,More than once per day,FALSE,50.54,TRUE,FALSE,20,Exploited Vulnerability,FALSE,16.44,5
RAN202403044,21-09-2024 19:00,Clinic,Medium,3,50-350,Monthly,TRUE,50.45,TRUE,FALSE,31,Phishing Email,FALSE,46.11,5
RAN202403045,02-05-2024 02:00,Research Lab,Medium,14,50-350,Daily,TRUE,63.76,TRUE,FALSE,55,Compromised Credentials,TRUE,55.26,4
RAN202403046,12-01-2024 09:00,Research Lab,Small,2,Jan-50,Monthly,TRUE,57.37,TRUE,TRUE,41,Phishing Email,FALSE,50.49,2
RAN202403047,04-03-2024 20:00,Clinic,Medium,11,50-350,More than once per day,FALSE,45.8,TRUE,FALSE,18,Phishing Email,FALSE,60.23,7
RAN202403048,30-12-2024 08:00,Hospital,Large,22,Jan-50,Weekly,TRUE,67.44,TRUE,FALSE,94,Exploited Vulnerability,FALSE,13.59,2
RAN202403049,18-08-2024 17:00,Hospital,Large,3,350+,Daily,TRUE,56.49,TRUE,FALSE,22,Exploited Vulnerability,FALSE,38.07,5
RAN202403050,14-08-2024 12:00,Hospital,Medium,18,Jan-50,Weekly,FALSE,53.32,TRUE,FALSE,38,Infected Removable Media,TRUE,54.8,7
RAN202403051,08-02-2024 12:00,Hospital,Medium,1,Jan-50,Daily,TRUE,62.33,TRUE,FALSE,29,Phishing Email,TRUE,45.7,6
RAN202403052,15-04-2024 17:00,Clinic,Small,24,Jan-50,Daily,TRUE,52.82,TRUE,FALSE,95,Exploited Vulnerability,TRUE,53.81,2
RAN202403053,09-09-2024 23:00,Hospital,Large,1,350+,Monthly,TRUE,69.34,TRUE,FALSE,18,Exploited Vulnerability,TRUE,58.73,1
RAN202403054,14-06-2024 14:00,Hospital,Medium,12,50-350,Daily,TRUE,33.71,TRUE,FALSE,29,Compromised Credentials,FALSE,30.67,1
RAN202403055,01-03-2024 09:00,Clinic,Small,15,350+,More than once per day,TRUE,23.63,TRUE,FALSE,20,Exploited Vulnerability,TRUE,85.23,1
RAN202403056,22-10-2024 22:00,Pharma,Large,5,Jan-50,Daily,TRUE,59.06,TRUE,FALSE,58,Compromised Credentials,TRUE,50.06,1
